song link,Title,Artist,birthday,last_name,first_name,image_slug,image_format,image_count
https://open.spotify.com/track/26NegLpZkymc3QcQIOBL94?si=be77d08ab8ad4f81,Wanted,Perry Como,1954-03-24,Braun,Mike,braun_mike,png,1
https://open.spotify.com/track/26NegLpZkymc3QcQIOBL94?si=be77d08ab8ad4f81,Wanted,Perry Como,1954-05-29,Moran,Jerry,moran_jerry,png,3
https://open.spotify.com/track/7G2jAmiYUDZKyk7npVrgX8?si=e44f992fc1464239,Sh-Boom,The Crew Cuts,1954-09-10,Lummis,Cynthia,lummis_cynthia,png,3
https://open.spotify.com/track/7G2jAmiYUDZKyk7npVrgX8?si=e44f992fc1464239,Sh-Boom,The Crew Cuts,1954-09-18,Tuberville,Tommy,tuberville_tommy,png,2
https://open.spotify.com/track/1I0KwaoGH86u2oeSIU0TuW?si=45132e1017f44df8,Hey There,Rosemary Clooney,1954-10-24,Rounds,Mike,rounds_mike,png,2
https://open.spotify.com/track/5rAG22yUrd0kkwxztDVAue?si=763c305c42454591,Mr. Sandman,The Chordettes,1954-12-15,Warner,Mark,warner_mark,png,3
https://open.spotify.com/track/7ADlWGMDRk4kIrqOQSNXeq?si=d7152a9813aa4897,The Ballad Of Davy Crockett,Bill Hayes,1955-04-08,Johnson,Ron,johnson_ron,png,2
https://open.spotify.com/track/3wkhUVfJrAQJIP0UJFqWlk?si=5bebb3e671134735,Rock Around The Clock,Bill Haley & His Comets,1955-07-09,Graham,Lindsey,graham_lindsey,png,1
https://open.spotify.com/track/5koEBSDfDV8MQVN0tg67z5?si=9d08260e16124656,Love Is A Many Splendored Thing,The Four Aces,1955-10-20,Whitehouse,Sheldon,whitehouse_sheldon,png,2
https://open.spotify.com/track/4zzXm1QJQXWLyUfFhWZBRg?si=2e54e67f18f6422a,Don't Be Cruel,Elvis Presley,1956-08-21,Tester,Jon,tester_jon,png,2
https://open.spotify.com/track/4zzXm1QJQXWLyUfFhWZBRg?si=2e54e67f18f6422a,Don't Be Cruel,Elvis Presley,1956-10-24,Merkley,Jeff,merkley_jeff,png,1
https://open.spotify.com/track/5xoXSVNOEPhCX2Uddu5OhM?si=da3e0b74ced248cd,Young Love,Tab Hunter,1957-03-13,Hoeven,John,hoeven_john,png,2
https://open.spotify.com/track/5ueyLj6e6oVaTY0KQ6yLaA?si=1c8f9a4653954aa8,All Shook Up,Elvis Presley,1957-05-22,Murkowski,Lisa,murkowski_lisa,png,2
https://open.spotify.com/track/4FjkmQ9JYaIeh1NxeLEO80?si=6cfe8a38ff1d4036,(Let Me Be Your) Teddy Bear,Elvis Presley,1957-08-02,Rosen,Jacky,rosen_jacky,png,2
https://open.spotify.com/track/4UcHTV3TjlThmMlZgOG4Kr?si=eefeb191d93a4f88,That'll Be The Day,The Crickets,1957-09-28,Cassidy,Bill,cassidy_bill,png,3
https://open.spotify.com/track/4HVSaFbEwvptCAzLlOr2UZ?si=55789d04c09c474c,Don't,Elvis Presley,1958-02-26,Kaine,Timothy,kaine_timothy,png,2
https://open.spotify.com/track/4HVSaFbEwvptCAzLlOr2UZ?si=55789d04c09c474c,Don't,Elvis Presley,1958-02-27,Hassan,Margaret,hassan_margaret,png,2
https://open.spotify.com/track/4HVSaFbEwvptCAzLlOr2UZ?si=55789d04c09c474c,Don't,Elvis Presley,1958-03-04,Smith,Tina,smith_tina,png,2
https://open.spotify.com/track/2lmPUdIdzlFH64PWJrw6Zb?si=c9ea04d12c474a2c,It's All In The Game,Tommy Edwards,1958-10-13,Cantwell,Maria,cantwell_maria,png,3
https://open.spotify.com/track/12UGU3ev7jEYzTG8r25H8J?si=8745370afa3c402c,To Know Him Is to Love Him,The Teddy Bears,1958-12-01,Peters,Gary,peters_gary,png,2
https://open.spotify.com/track/02NKMA9cIkq6VuBNu9q9Wf?si=8b1907b40d9d4ce9,The Chipmunk Song (Christmas Don't Be Late),The Chipmunks with David Seville,1959-01-10,Van Hollen,Chris,van hollen_chris,png,3
https://open.spotify.com/track/603N4XGJUTbK760GLCvIIs?si=9245261a4700471e,Come Softly to Me,The Fleetwoods,1959-05-10,Hyde-Smith,Cindy,hyde-smith_cindy,png,2
https://open.spotify.com/track/6PUsG2iMvCjnPFLjydO1RR?si=56d3b3f103054732,A Big Hunk o' Love,Elvis Presley,1959-08-14,Hagerty,Bill,hagerty_bill,png,2
https://open.spotify.com/track/6zwvB879PJSpTyFcg2wwnL?si=90d4126909c54d24,Theme from 'A Summer Place',Percy Faith,1960-04-13,Casey,Robert,casey_robert,png,2
https://open.spotify.com/track/1MA9StLzlFftLbuqOmoWij?si=acaa25eabed64302,Cathy's Clown,The Everly Brothers,1960-05-25,Klobuchar,Amy,klobuchar_amy,png,2
https://open.spotify.com/track/3Aug2RunJbjGiz2CTtWu5l?si=d4415a7a76b846ea,Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini,Brian Hyland,1960-08-09,Marshall,Roger,marshall_roger,png,2
https://open.spotify.com/track/5mlaaeSzFsH4ouhLrUHCbw?si=2ea7920bdada413e,It's Now or Never,Elvis Presley,1960-08-30,Tillis,Thom,tillis_thom,png,4
https://open.spotify.com/track/6vXZs9rEQF7Nd6O8Ue7NrT?si=0deb83949ef54e7e,Are You Lonesome Tonight?,Elvis Presley,1961-01-07,Thune,John,thune_john,png,2
https://open.spotify.com/track/1xDkYGbHn8BSLVRGFrYeuq?si=a6a518dd9037433a,Wonderland by Night,Bert Kaempfert,1961-01-21,Cramer,Kevin,cramer_kevin,png,2
https://open.spotify.com/track/4XwJI7NCgdHlvbasZz5t6T?si=c93381a2251d4061,Peppermint Twist,Joey Dee and the Starliters,1962-02-11,Baldwin,Tammy,baldwin_tammy,png,3
https://open.spotify.com/track/2x6pbpjVGjiWCcH89IK8AX?si=8b76e11a8d0e47b1,Breaking Up Is Hard to Do,Neil Sedaka,1962-08-20,Daines,Steve,daines_steve,png,2
https://open.spotify.com/track/6W5mQNW9bBqPdZq8RmJeVm?si=31186ae9827d4869,Telstar,The Tornados,1963-01-07,Paul,Rand,paul_rand,png,2
https://open.spotify.com/track/5NiFSI8iIDtVm1NCwdYrHS?si=8d1d38cc7f93438a,My Boyfriend's Back,The Angels,1963-09-09,Coons,Christopher,coons_christopher,jpeg,2
https://open.spotify.com/track/4pbG9SUmWIvsROVLF0zF9s?si=a75efe47fddd4e05,I Want to Hold Your Hand,The Beatles,1964-02-21,Kelly,Mark,kelly_mark,png,2
https://open.spotify.com/track/48JM82SHQTBYkhEYhMaOaa?si=f64883152f1c4c9a,She Loves You,The Beatles,1964-03-29,Cortez Masto,Catherine,cortez masto_catherine,png,2
https://open.spotify.com/track/5I9sHwLDX28tLtzVgKLtpr?si=f69a6d9855b44d6e,Everybody Loves Somebody,Dean Martin,1964-08-19,Ricketts,Pete,ricketts_pete,png,2
https://open.spotify.com/track/5uES1C2NgkdrNHiCwf9jRr?si=c5b36fffd3ff4825,Baby Love,The Supremes,1964-11-13,Sullivan,Dan,sullivan_dan,png,2
https://open.spotify.com/track/6wzLLGFlWQ5jqTL13MU069?si=fae46580cf2b4301,Leader of the Pack,The Shangri-Las,1964-11-28,Bennet,Michael,bennet_michael,png,2
https://open.spotify.com/track/6EdSN1iGtLPhcz43QDRkdK?si=6378bdf850c645f3,Help!,The Beatles,1965-09-19,Scott,Tim,scott_tim,png,4
https://open.spotify.com/track/3Q51jQuzjEDMTyFX4pT2dK?si=34bb6aa41e224f76,Winchester Cathedral,The New Vaudeville Band,1966-12-09,Gillibrand,Kirsten,gillibrand_kirsten,png,5
https://open.spotify.com/track/0tS7Mli5NtOcpeCqC25GWd?si=74ae5de3a58545d6,Love Is Blue,Paul Mauriat,1968-03-04,Lankford,James,lankford_james,png,3
https://open.spotify.com/track/0tS7Mli5NtOcpeCqC25GWd?si=74ae5de3a58545d6,Love Is Blue,Paul Mauriat,1968-03-12,Duckworth,Tammy,duckworth_tammy,png,2
https://open.spotify.com/track/0HZlND4giwzgolBpaNIRGV?si=9ec9bc9087ed4a9e,Aquarius/Let the Sunshine In,The 5th Dimension,1969-04-27,Booker,Cory,booker_cory,png,1
https://open.spotify.com/track/3LdLGNKCW0dNr14JQlZPQt?si=ffd523fba1844737,In the Year 2525,Zager and Evans,1969-07-23,Warnock,Raphael,warnock_raphael,png,3
https://open.spotify.com/track/3LdLGNKCW0dNr14JQlZPQt?si=ffd523fba1844737,In the Year 2525,Zager and Evans,1969-08-15,Fetterman,John,fetterman_john,png,2
https://open.spotify.com/track/39SyB2NWiRlMtcKrI2rr4k?si=f1cd8768cb8c408d,The Love You Save,The Jackson 5,1970-07-01,Ernst,Joni,ernst_joni,png,2
https://open.spotify.com/track/4Dq749x2QP6OXTURJ9GGY8?si=bb43a39c9e8445df,The Tears of a Clown,Smokey Robinson & the Miracles,1970-12-22,Cruz,Ted,cruz_ted,png,2
https://open.spotify.com/track/2ymeOsYijJz09LfKw3yM2x?si=320a9cd8bc064901,Joy to the World,Three Dog Night,1971-05-28,Rubio,Marco,rubio_marco,png,2
https://open.spotify.com/track/34K7nU8EWQIRI93RfqhdRJ?si=314c526c22f549ba,Brown Sugar,The Rolling Stones,1971-06-04,Lee,Mike,lee_mike,png,3
https://open.spotify.com/track/6rovOdp3HgK1DeAMYDzoA7?si=953a59dc027a453b,Maggie May,Rod Stewart,1971-10-17,Heinrich,Martin,heinrich_martin,png,1
https://open.spotify.com/track/6rovOdp3HgK1DeAMYDzoA7?si=953a59dc027a453b,Maggie May,Rod Stewart,1971-10-21,Budd,Ted,budd_ted,png,2
https://open.spotify.com/track/5YLnfy7R2kueN0BRPkjiEG?si=71ee4305afe048aa,I'll Take You There,The Staple Singers,1972-06-07,Luján,Ben,lujan_ben,png,3
https://open.spotify.com/track/54pvEYFocTlvIAQOfXSjqV?si=046e74fbf4494024,Alone Again (Naturally),Gilbert O'Sullivan,1972-08-24,Young,Todd,young_todd,png,2
https://open.spotify.com/track/0ZFqB9g2FujbmMSrjqsL3j?si=3b58e60d79d74bbf,Ben,Michael Jackson,1972-10-20,Schatz,Brian,schatz_brian,png,2
https://open.spotify.com/track/28285KFbyCq8sJofn58qlD?si=90c9b7e454654b95,Love Train,The O'Jays,1973-03-22,Padilla,Alejandro,padilla_alejandro,png,2
https://open.spotify.com/track/0T0wSag4yiG1UB3jc2Z5Px?si=3635d2866e874274,"Bad, Bad Leroy Brown",Jim Croce,1973-08-03,Murphy,Christopher,murphy_christopher,png,3
https://open.spotify.com/track/5VSAonaAPhhGn0G7hMYwWK?si=aa0d4ebd47b6463c,Sister Golden Hair,America,1975-06-20,Schmitt,Eric,schmitt_eric,png,2
https://open.spotify.com/track/1pBAsoHy7eN9aeVCTAiKua?si=bd518a602b324757,Afternoon Delight,Starland Vocal Band,1976-07-12,Sinema,Kyrsten,sinema_kyrsten,png,2
https://open.spotify.com/track/2ELuHKWwTMUAd9HSvMaI1j?si=9087a6d21e2548d1,Hotel California,Eagles,1977-05-13,Cotton,Tom,cotton_tom,png,2
https://open.spotify.com/track/3QqO9FxVrikwo7kS5ls3kQ?si=d54ec914bbde435d,Looks Like We Made It,Barry Manilow,1977-07-26,Mullin,Markwayne,mullin_markwayne,png,3
https://open.spotify.com/track/7wbPfd2mXbStoZZSnHNd2V?si=20548e734a1a4b38,Reunited,Peaches & Herb,1979-05-11,Butler,Laphonza,butler_laphonza,png,2
https://open.spotify.com/track/5IMtdHjJ1OtkxbGe4zfUxQ?si=601de89405a3488c,Escape (The Piña Colada Song),Rupert Holmes,1979-12-31,Hawley,Joshua,hawley_joshua,png,4
https://open.spotify.com/track/41dDygR3r7e926oGUXfrLt?si=af39c91824184d01,I Can't Go for That (No Can Do),Daryl Hall and John Oates,1982-02-02,Britt,Katie,britt_katie,png,3
https://open.spotify.com/track/51H2y6YrNNXcy3dfc3qSbA?si=c296d16d7b1a4251,When Doves Cry,Prince,1984-08-02,Vance,J.D. (James),vance_jd,png,2
https://open.spotify.com/track/7vwxFi1ZGjYLQBWrzhlvSE?si=54c79cb562774314,Livin' on a Prayer,Bon Jovi,1987-02-16,Ossoff,Jon,ossoff_jon,png,2
